open,close,high,low,datetime,datetime
13862.64768358119,13864.88741983166,13865.98757926531,13861.12121956856,1684781760000,2023-05-22 18:56:00
13864.87916933403,13865.58794195149,13866.49864470198,13864.69161226501,1684781820000,2023-05-22 18:57:00
13865.53888883201,13869.92391550427,13869.97797251214,13865.53888883201,1684781880000,2023-05-22 18:58:00
13869.61338041813,13870.54440908485,13871.06712026332,13869.10673385517,1684781940000,2023-05-22 18:59:00
13870.29671765211,13873.63862958296,13873.63862958296,13869.63888431505,1684782000000,2023-05-22 19:00:00
13873.82832147925,13872.20222758459,13874.17635802346,13871.44575276807,1684782060000,2023-05-22 19:01:00
13872.22761866275,13873.89263678738,13873.93422037645,13872.22761866275,1684782120000,2023-05-22 19:02:00
13873.6469357718,13872.41489136595,13873.72445681658,13871.92159301084,1684782180000,2023-05-22 19:03:00
13872.76862855458,13869.95481362563,13872.79482289087,13867.29371304259,1684782240000,2023-05-22 19:04:00
13870.0600484417,13873.7553711043,13874.1526269344,13869.82694884522,1684782300000,2023-05-22 19:05:00
13874.13244137299,13873.51013268288,13874.13244137299,13872.5787052446,1684782360000,2023-05-22 19:06:00
13873.45188192009,13870.6089425563,13873.47045483795,13870.6089425563,1684782420000,2023-05-22 19:07:00
13870.52180713809,13868.39510259473,13870.52180713809,13865.94941177253,1684782480000,2023-05-22 19:08:00
13868.38514764442,13866.01031959146,13868.38514764442,13866.01031959146,1684782540000,2023-05-22 19:09:00
13865.96648956137,13865.04723291749,13866.4837980234,13863.71734116635,1684782600000,2023-05-22 19:10:00
13865.29263088273,13868.79235866804,13868.87266223137,13865.28524611742,1684782660000,2023-05-22 19:11:00
13869.04176027783,13869.65418379212,13871.38243061756,13868.18456137411,1684782720000,2023-05-22 19:12:00
13869.64909692019,13872.00705568601,13872.00705568601,13869.61101090371,1684782780000,2023-05-22 19:13:00
13871.9959405649,13870.55822340289,13871.9959405649,13869.89702989994,1684782840000,2023-05-22 19:14:00
13870.6671919791,13869.03671690024,13871.72796563622,13865.8897416488,1684782900000,2023-05-22 19:15:00
13868.96142407381,13869.86427395076,13871.8519719561,13867.88453076479,1684782960000,2023-05-22 19:16:00
13869.85261657855,13869.81119398498,13871.39067181985,13869.73724003456,1684783020000,2023-05-22 19:17:00
13869.2260147537,13869.62761855846,13871.02268030951,13869.22188787203,1684783080000,2023-05-22 19:18:00
13869.66042667232,13870.11223073352,13872.84594866503,13869.18396833096,1684783140000,2023-05-22 19:19:00
13869.96873688646,13865.33785680657,13869.96873688646,13865.33785680657,1684783200000,2023-05-22 19:20:00
13865.0482657097,13864.46649066286,13865.23130375533,13862.14774983505,1684783260000,2023-05-22 19:21:00
13864.67792735863,13862.95385634494,13866.01002497988,13862.95385634494,1684783320000,2023-05-22 19:22:00
13862.29399060996,13860.0950434322,13862.29399060996,13857.86302217819,1684783380000,2023-05-22 19:23:00
13860.05938565944,13857.7345035613,13860.05938565944,13857.25812071516,1684783440000,2023-05-22 19:24:00
13857.73440620943,13854.45512896194,13859.34063569592,13854.45512896194,1684783500000,2023-05-22 19:25:00
13853.9130546025,13844.75099998668,13853.9130546025,13843.95502160211,1684783560000,2023-05-22 19:26:00
13844.65951048959,13848.52602262741,13848.85099028205,13842.6045695426,1684783620000,2023-05-22 19:27:00
13848.41983494939,13848.18034924063,13850.75247074576,13847.62926381753,1684783680000,2023-05-22 19:28:00
13848.25277276801,13851.51059415072,13851.6285431454,13846.3294263732,1684783740000,2023-05-22 19:29:00
13851.48677840201,13849.32743614034,13852.34425923449,13848.49827956052,1684783800000,2023-05-22 19:30:00
13849.36564237986,13852.88712029525,13853.05319494085,13849.36564237986,1684783860000,2023-05-22 19:31:00
13853.11349383152,13851.21066848275,13854.74642802356,13850.940232597,1684783920000,2023-05-22 19:32:00
13850.38702102711,13849.62981378665,13850.38702102711,13848.64586390359,1684783980000,2023-05-22 19:33:00
13849.74162128911,13847.10499748422,13851.00512691272,13847.10499748422,1684784040000,2023-05-22 19:34:00
13846.80902995145,13844.24144641019,13846.80902995145,13843.77898828957,1684784100000,2023-05-22 19:35:00
13844.29942039061,13843.47723943184,13844.29942039061,13841.28905588561,1684784160000,2023-05-22 19:36:00
13843.2164976091,13836.89038038754,13843.2164976091,13835.6890624177,1684784220000,2023-05-22 19:37:00
13836.90642603051,13842.62493877154,13842.62493877154,13836.90642603051,1684784280000,2023-05-22 19:38:00
13842.34971590197,13842.32261826221,13843.91353847163,13840.71828345338,1684784340000,2023-05-22 19:39:00
13841.84097390052,13845.3109937666,13845.91702336209,13840.90556553531,1684784400000,2023-05-22 19:40:00
13845.30690955222,13845.15293964446,13846.1956599792,13843.12949537435,1684784460000,2023-05-22 19:41:00
13844.61694751852,13846.23503582641,13846.41503526277,13843.18483052228,1684784520000,2023-05-22 19:42:00
13846.3531307512,13844.45304869041,13846.43405871023,13843.75617732516,1684784580000,2023-05-22 19:43:00
13844.4839698001,13843.62741130844,13844.55444490791,13841.79284945959,1684784640000,2023-05-22 19:44:00
13844.23755774551,13851.77465838347,13851.77465838347,13844.11930183777,1684784700000,2023-05-22 19:45:00
13852.03260552608,13849.41826585373,13852.2460352952,13847.51089386478,1684784760000,2023-05-22 19:46:00
13849.40030881565,13848.07722103843,13849.40030881565,13843.37478763557,1684784820000,2023-05-22 19:47:00
13848.11943683311,13841.5020340681,13848.66202400255,13840.65842738046,1684784880000,2023-05-22 19:48:00
13841.54878529069,13839.04096026669,13841.97283611724,13838.98280075287,1684784940000,2023-05-22 19:49:00
13842.46676378318,13839.30457508419,13842.63036784997,13839.17279062935,1684785000000,2023-05-22 19:50:00
13839.12424640796,13834.03511899176,13839.67637961179,13832.53745026158,1684785060000,2023-05-22 19:51:00
13833.15322670638,13842.42619737055,13842.56300267468,13833.15322670638,1684785120000,2023-05-22 19:52:00
13842.31841265901,13847.20804182516,13847.20804182516,13841.42542601018,1684785180000,2023-05-22 19:53:00
13847.02242576631,13843.98395401405,13847.4133409931,13843.98395401405,1684785240000,2023-05-22 19:54:00
13845.29123386077,13844.31387726573,13845.68913565726,13840.65562157313,1684785300000,2023-05-22 19:55:00
13843.99673267165,13842.36705823289,13846.30219669599,13841.05314512603,1684785360000,2023-05-22 19:56:00
13843.71329689732,13842.96823600168,13843.71329689732,13840.56417563246,1684785420000,2023-05-22 19:57:00
13842.92739456724,13845.03980427698,13845.48609742708,13842.4848347456,1684785480000,2023-05-22 19:58:00
13845.21101047458,13850.24205048359,13850.24205048359,13844.58226999124,1684785540000,2023-05-22 19:59:00
13850.48370990945,13849.74291584328,13850.48370990945,13849.74291584328,1684785600000,2023-05-22 20:00:00
13773.68234750777,13777.16509709557,13779.03044002312,13772.91248817124,1684848600000,2023-05-23 13:30:00
13776.69329741878,13796.29892546221,13798.10286550579,13776.69329741878,1684848660000,2023-05-23 13:31:00
13795.74039182623,13811.02335364599,13811.02335364599,13795.3098716811,1684848720000,2023-05-23 13:32:00
13811.09249054332,13796.89797902887,13811.09249054332,13796.89797902887,1684848780000,2023-05-23 13:33:00
13796.54203776171,13802.97114389022,13807.44424151612,13796.05638373547,1684848840000,2023-05-23 13:34:00
13801.99118457355,13806.44380003812,13814.49406257433,13798.50652651699,1684848900000,2023-05-23 13:35:00
13806.91756303908,13807.03714684371,13811.34779172585,13806.10278403351,1684848960000,2023-05-23 13:36:00
13807.44158799628,13800.74933054813,13809.66878575926,13799.69349692641,1684849020000,2023-05-23 13:37:00
